filename,category,tags,description,permalink,year,x,y
111B_407.jpg,CALVAERT Dionisio: Gesu Cristo flagellato 150 x 67,,CALVAERT Dionisio: Gesu Cristo flagellato 150 x 67,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F111B%2F111B_407.jpg/full/full/0/default.jpg,1553.0,12.72858,7.3224125
111B_407.jpg,CALVAERT Dionisio: Gesu Cristo flagellato 150 x 67,,CALVAERT Dionisio: Gesu Cristo flagellato 150 x 67,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F111B%2F111B_407.jpg/full/full/0/default.jpg,1553.0,12.72858,7.3224125
111B_407.jpg,CALVAERT Dionisio: Gesu Cristo flagellato 150 x 67,,CALVAERT Dionisio: Gesu Cristo flagellato 150 x 67,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F111B%2F111B_407.jpg/full/full/0/default.jpg,1553.0,12.72858,7.3224125
48C_757.jpg,Outlier,,CLOVIO Giulio attr: Ritratto di Cardinale em 113 x 93 cornice originale om 345x265,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F48C%2F48C_757.jpg/full/full/0/default.jpg,1516.0,38.68453,43.099052
86C_289.jpg,Outlier,,LONGHENA Baldassare: Modello ligneo della cupola e della lanterna,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F86C%2F86C_289.jpg/full/full/0/default.jpg,1616.0,56.79565,35.175385
52B_241.jpg,Outlier,,LISS Jan: Cupido Part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F52B%2F52B_241.jpg/full/full/0/default.jpg,1603.0,-35.01301,-64.51658
114C_320.jpg,Outlier,,SEC XVI: Interno,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F114C%2F114C_320.jpg/full/full/0/default.jpg,1500.0,54.986984,36.07355
66B_601.jpg,Outlier,,VECCHIA Pietro: Fregio decorativo Affr,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F66B%2F66B_601.jpg/full/full/0/default.jpg,1621.0,24.880863,32.335114
46A_154.jpg,Outlier,,ALLORI Alessandro: Storia del Beato Manetto,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46A%2F46A_154.jpg/full/full/0/default.jpg,1553.0,-2.1843705,26.81184
16C_64.jpg,Outlier,,PERUGINO Pietro: Fabio Massimo Socrate Punta di metallo acquerello bruno lumeggiature a biacca su carta preparata in bruno  222 x 232,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F16C%2F16C_64.jpg/full/full/0/default.jpg,1458.0,15.580102,-44.60982
108A_349.jpg,Outlier,,CORREGGIO Antonio: L Assunta Part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F108A%2F108A_349.jpg/full/full/0/default.jpg,1507.0,-41.327415,-27.431719
99C_389.jpg,Outlier,,BASSANO Jacopo: S Anna con la Madonna Bambina i Ss Gerolamo e Antonio e,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F99C%2F99C_389.jpg/full/full/0/default.jpg,1523.0,-21.832336,19.237497
47B_533.jpg,Outlier,,BERNARDINO da PISTOIA: Madonnaiin trono e Santi,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F47B%2F47B_533.jpg/full/full/0/default.jpg,1478.0,24.861574,28.146658
113A_316.jpg,Outlier,,GUERCINO BARBIERI Giovanni Francesco: La sepoltura di S Petronilla,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F113A%2F113A_316.jpg/full/full/0/default.jpg,1609.0,-13.732861,31.101696
104C_491.jpg,Outlier,,SOLARIO Antonio: s Mauro e S Flacido presentati a S Benedetto,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F104C%2F104C_491.jpg/full/full/0/default.jpg,1490.0,18.17369,39.630493
1A_12.jpg,Outlier,,PADOVANINO attr: Figura piegata in avanti carboncino lumeggiato a biacca su carta bruna 395 x 261 mm,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F1A%2F1A_12.jpg/full/full/0/default.jpg,1606.0,-16.652803,-23.482203
91A_266.jpg,Outlier,,SEC XVII: Part del Portale lato verso il Canale del Santissimo,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F91A%2F91A_266.jpg/full/full/0/default.jpg,1600.0,62.80328,27.841154
5C_375.jpg,Outlier,,VAN DYCK Anton: Studio di figura femminile 182x141,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F5C%2F5C_375.jpg/full/full/0/default.jpg,1617.0,23.284084,-11.249258
52A_639.jpg,Outlier,,LICINIO Bernardino: Ritratto di ignoto,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F52A%2F52A_639.jpg/full/full/0/default.jpg,1497.0,-6.3249726,-66.48934
51B_696.jpg,Outlier,,EL GRECO: Assunzione della Vergine,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F51B%2F51B_696.jpg/full/full/0/default.jpg,1559.0,-45.259453,-2.720557
11A_26.jpg,Outlier,,CAROTO Giovanni Francesco: Arcangelo Gabriele 418 x 295,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F11A%2F11A_26.jpg/full/full/0/default.jpg,1488.0,4.88769,-53.363808
22C_56.jpg,Outlier,,DELAUNE Etienne: Disegno per medaglie Penna acquerello su pergamena  diam 2751,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F22C%2F22C_56.jpg/full/full/0/default.jpg,1532.0,12.370794,62.060833
121C_372.jpg,Outlier,,LORENZO da VITERBO: La Nativita,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F121C%2F121C_372.jpg/full/full/0/default.jpg,1453.0,1.5537225,32.048084
155C_280.jpg,Outlier,,LONGHI Barbara: S Caterina,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F155C%2F155C_280.jpg/full/full/0/default.jpg,1570.0,-35.12925,-35.261013
29A_528.jpg,Outlier,,MICHELANGELO Buonarroti: Studio per scale Part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F29A%2F29A_528.jpg/full/full/0/default.jpg,1493.0,21.662554,-25.369913
13B_362.jpg,Outlier,,BALDUNG GRIEN Hans: Testa di unicorno Carboncino frammento 62 x 109,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F13B%2F13B_362.jpg/full/full/0/default.jpg,1502.0,19.52177,9.08229
32A_30.jpg,Outlier,,NALDINI Battista: Studio di figura 230x200,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F32A%2F32A_30.jpg/full/full/0/default.jpg,1548.0,23.530132,-19.947298
139C_19.jpg,Outlier,,CIGOLI Lodovico: Un miracolo di S Anonio,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F139C%2F139C_19.jpg/full/full/0/default.jpg,1577.0,-47.546394,20.07942
40A_558.jpg,Outlier,,ZELOTTI Giambattista: Studio di figura virile Pennello con indaco lumeggiature a biacca su carta grigioazzurra 100 x 140,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F40A%2F40A_558.jpg/full/full/0/default.jpg,1544.0,-37.306713,-15.552385
61B_297.jpg,Outlier,,DA TOLMEZZO Gian Francesco: Ord inf Part S Giovanni Evangelista Affr,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F61B%2F61B_297.jpg/full/full/0/default.jpg,1458.0,43.067802,-33.172215
44B_818.jpg,Outlier,,CAMPAGNOLA Domenico: Strage degli Innocenti,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F44B%2F44B_818.jpg/full/full/0/default.jpg,1518.0,27.639942,36.74255
136B_474.jpg,Outlier,,BECCAFUMI Domenico: Sacra Famiglia,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F136B%2F136B_474.jpg/full/full/0/default.jpg,1504.0,-25.475561,-34.83631
135A_503.jpg,Outlier,,PERUGINO Pietro: Assunzione Part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F135A%2F135A_503.jpg/full/full/0/default.jpg,1458.0,-21.364899,-54.61481
106C_212.jpg,Outlier,,TIBALDI Pellegrino: Fregio con rappresentazioni delle gesta di Ulisse,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F106C%2F106C_212.jpg/full/full/0/default.jpg,1545.0,32.023304,30.611328
108B_212.jpg,Outlier,,MONTAGNA Bartolomeo: S Giovanni Olio su tayola cmO x50,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F108B%2F108B_212.jpg/full/full/0/default.jpg,1458.0,17.646069,-47.469967
137B_261.jpg,Outlier,,GIAMBOLOGNA il scuola di: Reliquia della della Santa Croce,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F137B%2F137B_261.jpg/full/full/0/default.jpg,1547.0,30.20287,67.55422
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
58A_99.jpg,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,,TIZIANO Vecellio: La toilette di Venere cm 1175 x 101,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_99.jpg/full/full/0/default.jpg,1501.0,-37.531696,-22.67052
101C_864.jpg,Outlier,,MAFFEO da VERONA: Presentazione di Maria al tempio 78 x 102,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F101C%2F101C_864.jpg/full/full/0/default.jpg,1588.0,33.53803,17.130516
160A_366.jpg,Outlier,,VERONESE Paolo: S Caterina,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F160A%2F160A_366.jpg/full/full/0/default.jpg,1546.0,-48.95898,-24.33316
56C_218.jpg,Outlier,,SANTI DI TITO: S Sebastiano,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F56C%2F56C_218.jpg/full/full/0/default.jpg,1554.0,-14.273983,-29.06951
162A_780.jpg,Outlier,,SAVOLDO Gerolamo: s Matteo,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F162A%2F162A_780.jpg/full/full/0/default.jpg,1488.0,1.8479798,-44.90541
39B_507.jpg,Outlier,,RENBRAND: Soggetto orientale penna e aequarello su earta giallina 213 175 mm,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F39B%2F39B_507.jpg/full/full/0/default.jpg,1624.0,14.923562,-15.201972
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
158B_554.jpg,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,,TIZIANO Vecellio bottega di: Venere Bacco e Cerere cm 115 x 132,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_554.jpg/full/full/0/default.jpg,1501.0,-35.893456,-23.941479
22B_132.jpg,Outlier,,CARRACCI Lodovico: Studi per Profeti 195 x 162,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F22B%2F22B_132.jpg/full/full/0/default.jpg,1573.0,1.5055377,53.969475
112B_514.jpg,Outlier,,TORREGIANI Bartolomeo: Ponte Lucano,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F112B%2F112B_514.jpg/full/full/0/default.jpg,1608.0,-20.909819,45.68807
34A_430.jpg,Outlier,,ZUCCARO Federigo: Demoni 272x315,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F34A%2F34A_430.jpg/full/full/0/default.jpg,1554.0,6.718608,-27.76627
24B_510.jpg,Outlier,,VEEN van Otho: Il carro di Venere  104x134,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F24B%2F24B_510.jpg/full/full/0/default.jpg,1574.0,16.514334,1.209576
15B_130.jpg,Outlier,,CASTIGLIONE Giovanni Benedetto detto il GRECHETTO: Crocifissione colore a olio,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F15B%2F15B_130.jpg/full/full/0/default.jpg,1627.0,-41.901726,32.169643
30B_148.jpg,Outlier,,BUONTALENTI Bernardo: Particolare decorativo con trofei d armi Penna su carboncino 356 x 218,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F30B%2F30B_148.jpg/full/full/0/default.jpg,1549.0,45.537132,6.567405
49B_464.jpg,Outlier,,DELLA ROBBIA Girolamo: Altorilievo raff Cristo e la Samaritana Terracotta policroma,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F49B%2F49B_464.jpg/full/full/0/default.jpg,1506.0,16.730213,35.693813
40B_360.jpg,Outlier,,ROMANINO: Clelia guida il gruppo di prigionieri di Porsenna mm 300 x 202,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F40B%2F40B_360.jpg/full/full/0/default.jpg,1502.0,24.356085,8.336277
32C_114.jpg,Outlier,,PONTORMO CARUCCI Jacopo: Gruppo di figure maschili nude Pennello grigio e carboncino mm 290 x 313,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F32C%2F32C_114.jpg/full/full/0/default.jpg,1512.0,-38.41434,26.008032
47B_613.jpg,Outlier,,BIAGIO di ANTONIO: adonna con Bambino,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F47B%2F47B_613.jpg/full/full/0/default.jpg,1464.0,-23.400774,-34.34824
87B_122.jpg,Outlier,,DAL FRISO Alvise: Battesime di Criste,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F87B%2F87B_122.jpg/full/full/0/default.jpg,1558.0,-23.93527,21.781187
46A_138.jpg,ALLEGRI Pomponio attr: Sposalizio di S Caterina,,ALLEGRI Pomponio attr: Sposalizio di S Caterina,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46A%2F46A_138.jpg/full/full/0/default.jpg,1539.0,-29.031677,-21.949757
46A_138.jpg,ALLEGRI Pomponio attr: Sposalizio di S Caterina,,ALLEGRI Pomponio attr: Sposalizio di S Caterina,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46A%2F46A_138.jpg/full/full/0/default.jpg,1539.0,-29.031677,-21.949757
46A_138.jpg,ALLEGRI Pomponio attr: Sposalizio di S Caterina,,ALLEGRI Pomponio attr: Sposalizio di S Caterina,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46A%2F46A_138.jpg/full/full/0/default.jpg,1539.0,-29.031677,-21.949757
46A_138.jpg,ALLEGRI Pomponio attr: Sposalizio di S Caterina,,ALLEGRI Pomponio attr: Sposalizio di S Caterina,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46A%2F46A_138.jpg/full/full/0/default.jpg,1539.0,-29.031677,-21.949757
46C_414.jpg,Outlier,,BARTOLOMEO Fra: Madonna in trono e sei Santi Part testa della Maddalena,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F46C%2F46C_414.jpg/full/full/0/default.jpg,1490.0,-45.358467,-19.117474
103C_549.jpg,Outlier,,PARMIGIANINO il: Antea 139 x 88,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F103C%2F103C_549.jpg/full/full/0/default.jpg,1521.0,28.063803,-40.45441
58B_476.jpg,Outlier,,TIZIANO Vecellio:  NiCdo da Bari Fart,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58B%2F58B_476.jpg/full/full/0/default.jpg,1501.0,-43.5605,-50.329094
65C_271.jpg,Outlier,,DA MONTAGNANA Jacopo: S Bartolomeo Affr,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F65C%2F65C_271.jpg/full/full/0/default.jpg,1458.0,32.550724,-18.500254
58B_278.jpg,TIZIANO Vecellio: Il San Giovanni Elemosinario Part La testa di S Giovanni,,TIZIANO Vecellio: Il San Giovanni Elemosinario Part La testa di S Giovanni,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58B%2F58B_278.jpg/full/full/0/default.jpg,1501.0,-45.25631,-56.239265
142A_72.jpg,Outlier,,BOSCHI Fabrizio: Martirio di S Sebastiano,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F142A%2F142A_72.jpg/full/full/0/default.jpg,1590.0,27.230154,19.435017
97C_240.jpg,Outlier,,RUBINI Agostino attr: Monumento funebre di Girolamo e Giambattista Gualdo 1574 Stucco,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F97C%2F97C_240.jpg/full/full/0/default.jpg,1568.0,51.894142,30.816935
138B_240.jpg,Outlier,,SEC XVI: Alare in bronzo,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F138B%2F138B_240.jpg/full/full/0/default.jpg,1500.0,31.31323,66.17755
68C_664.jpg,Outlier,,PALMA Jacopo il Giovane: Presentazione al Tempio Part autoritratto,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F68C%2F68C_664.jpg/full/full/0/default.jpg,1562.0,-40.733925,-57.516747
3B_95.jpg,Outlier,,PARMIGIANINO il: Nudo 138 x 58,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F3B%2F3B_95.jpg/full/full/0/default.jpg,1521.0,11.172672,-14.087389
103C_679.jpg,Outlier,,SCACCO Cristoforo: Trittico part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F103C%2F103C_679.jpg/full/full/0/default.jpg,1471.0,-15.005078,-32.087036
68C_685.jpg,Outlier,,PIAZZA Paolo: Cena in Emaus Part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F68C%2F68C_685.jpg/full/full/0/default.jpg,1578.0,-40.146202,-17.827469
32C_223.jpg,Outlier,,PONTORMO: Particolare 1 dei n6491,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F32C%2F32C_223.jpg/full/full/0/default.jpg,1512.0,19.669704,50.455856
153C_117.jpg,Outlier,,SPAGNA Giovanni: La Madonna col Bambino e i Santi Gerolamo Nicola da Tolentino Caterina dAlessandria e Brizio,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F153C%2F153C_117.jpg/full/full/0/default.jpg,1458.0,34.767097,35.730164
139B_208.jpg,Outlier,,GRANACCI Francesco: Tre Angeli in adorazione,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F139B%2F139B_208.jpg/full/full/0/default.jpg,1487.0,-13.404945,-15.989729
58A_615.jpg,TIZIANO Vecellio: San Girolamo Particolare,,TIZIANO Vecellio: San Girolamo Particolare,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58A%2F58A_615.jpg/full/full/0/default.jpg,1501.0,-38.14307,8.785382
138A_388.jpg,Outlier,,VERROCCHIO: David Part,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F138A%2F138A_388.jpg/full/full/0/default.jpg,1453.0,-20.849943,-66.71533
121C_101.jpg,ANTONIO DA VITERBO: Madonna col Bambino e Angeli,,ANTONIO DA VITERBO: Madonna col Bambino e Angeli,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F121C%2F121C_101.jpg/full/full/0/default.jpg,1458.0,-14.904743,-41.218998
121C_101.jpg,ANTONIO DA VITERBO: Madonna col Bambino e Angeli,,ANTONIO DA VITERBO: Madonna col Bambino e Angeli,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F121C%2F121C_101.jpg/full/full/0/default.jpg,1458.0,-14.904743,-41.218998
